Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;camere;camere_piano;insegna;tipo_attivita_ricettiva;MUNICIPIO;LONGIT;LATIT;Location
EA/1325;Via PESSANO N. 7 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PESSANO;7;6484;6;;LUCI A SAN SIRO;Affittacamere;7;9.12743953174;45.4751680907;45.4751680907, 9.12743953174
EA/1326;Via VALPETROSA N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VALPETROSA;10;650;5;;;Affittacamere;1;9.1853958135;45.4619162705;45.4619162705, 9.1853958135
EA/1327;Via ZURIGO N. 24 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ZURIGO;24;6318;1;;CHEZ NOUS;Affittacamere;7;9.11748906533;45.4566749693;45.4566749693, 9.11748906533
EA/1428;Via VENINI GIULIO E CORRADO N. 26 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VENINI GIULIO E CORRADO;26;2258;2;;BB02MILANO;Bed e Breakfast;2;9.21392069156;45.4891438572;45.4891438572, 9.21392069156
EA/1446;Via PIENZA N. 1 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PIENZA;1;5410;2;;IL GIARDINO SUL NAVIGLIO;Bed e Breakfast;5;9.16712364532;45.4204401286;45.4204401286, 9.16712364532
EA/1447;VIA GIOIA MELCHIORRE N. 67 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GIOIA MELCHIORRE;67;658;4;;AG APARTMENTS;Foresteria Lombarda/Locanda;;;;
EA/1453;Viale REGINA MARGHERITA N. 33 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale REGINA MARGHERITA;33;3059;3;;;Foresteria Lombarda/Locanda;1;9.2063235328;45.4602754282;45.4602754282, 9.2063235328
EA/1177;Via COL MOSCHIN N. 15 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via COL MOSCHIN;15;5211;2;;B&B LODOVICA;Bed e Breakfast;5;9.18551723419;45.4504113137;45.4504113137, 9.18551723419
EA/1480;Via BIXIO NINO N. 2 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BIXIO NINO;2;3133;1;;;Bed e Breakfast;3;9.20709391383;45.4719351003;45.4719351003, 9.20709391383
EA/1211;Via RUTILIA N. 22 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via RUTILIA;22;4229;3;;;Bed e Breakfast;5;9.1969238508;45.4402357038;45.4402357038, 9.1969238508
EA/1230;Viale MONZA N. 111 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale MONZA;111;2274;4;;;Ostello;2;9.21990254497;45.4976992292;45.4976992292, 9.21990254497
EA/1379;Via DOMODOSSOLA N. 7 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via DOMODOSSOLA;7;7152;1;;;Affittacamere;8;9.16254010049;45.4815540432;45.4815540432, 9.16254010049
EA/1385;Via CANZIO STEFANO N. 15 primo piano (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CANZIO STEFANO;15;2242;9;;;Ostello;3;9.21876096528111;45.4852663206144;45.4852663206144, 9.21876096528111
EA/1387;VIA PONTE VETERO N. 22 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PONTE VETERO;22;718;3;;;Foresteria Lombarda/Locanda;1;9.18512992806;45.4698742589;45.4698742589, 9.18512992806
EA/1248;Via CESARI ANTONIO N. 33 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CESARI ANTONIO;33;1603;4;;OCA GRASSA;Bed e Breakfast;9;9.1865157518;45.5194678465;45.5194678465, 9.1865157518
EA/1249;Via TELLINI ENRICO N. 3 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via TELLINI ENRICO;3;7225;2;;COME A CASA;Affittacamere;8;9.16337733439;45.4906482618;45.4906482618, 9.16337733439
EA/1250;Via SOPERGA N. 36 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SOPERGA;36;2262;6;;;Affittacamere;2;9.21127014437;45.4894630916;45.4894630916, 9.21127014437
EA/1289;Via CANZIO STEFANO N. 15 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CANZIO STEFANO;15;2242;5;;;Ostello;3;9.21876096528111;45.4852663206144;45.4852663206144, 9.21876096528111
EA/1310;Via AVANCINI AVANCINIO N. 12 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via AVANCINI AVANCINIO;12;5342;2;;;Affittacamere;5;9.17641200583;45.4290900888;45.4290900888, 9.17641200583
EA/1312;Via OSTENO N. 2 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via OSTENO;2;6696;2;;;Affittacamere;7;9.11363778301;45.4604353812;45.4604353812, 9.11363778301
EA/1350;Via BINDA AMBROGIO N. 19 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BINDA AMBROGIO;19;5298;4;;;Affittacamere;6;9.15510045367;45.4428855541;45.4428855541, 9.15510045367
EA/1389;Via SFORZA ASCANIO N. 103 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SFORZA ASCANIO;103;5201;1;;;Affittacamere;5;9.17520923805;45.4387081331;45.4387081331, 9.17520923805
EA/1395;Via PIRELLI GIOVANNI BATTISTA N. 26 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PIRELLI GIOVANNI BATTISTA;26;1195;5;;GUEST HOUSE DUCA D'AOSTA;Affittacamere;9;9.19776617962;45.4839592264;45.4839592264, 9.19776617962
EA/1204;Via SPARTACO N. 33 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SPARTACO;33;3186;1;;;Affittacamere;4;9.21216909083;45.4580789475;45.4580789475, 9.21216909083
EA/1205;VIA BALDINUCCI FILIPPO N. 20 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA BALDINUCCI FILIPPO;20;1267;6;;SIRA HOUSE MILANO;Foresteria Lombarda/Locanda;9;9.17463504091;45.5050840706;45.5050840706, 9.17463504091
EA/1173;VIA PASTRO LUIGI N. 30 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA PASTRO LUIGI;30;1514;3;;eco apartments;Foresteria Lombarda/Locanda;9;9.17857449712;45.512628324;45.512628324, 9.17857449712
EA/1418;Via BREDA ERNESTO N. 86 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BREDA ERNESTO;86;2342;2;;;Affittacamere;2;9.21758413917;45.5140504561;45.5140504561, 9.21758413917
EA/1176;Via COLONNA MARCO ANTONIO N. 43 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via COLONNA MARCO ANTONIO;43;7158;1;;;Affittacamere;8;9.15094073252;45.4880801835;45.4880801835, 9.15094073252
EA/1368;VIA UNGARETTI GIUSEPPE N. 10 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA UNGARETTI GIUSEPPE;10;7545;1;;;Bed e Breakfast;8;9.14227813346;45.5148623909;45.5148623909, 9.14227813346
EA/1409;Via CARDELLINO (DEL) N. 55 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CARDELLINO (DEL);55;6804;1;;;Affittacamere;6;9.12071742904;45.4540691311;45.4540691311, 9.12071742904
EA/1240;Via PARAVIA PIER ALESSANDRO N. 99 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PARAVIA PIER ALESSANDRO;99;6571;3;;;Bed e Breakfast;7;9.13688141608;45.4754073453;45.4754073453, 9.13688141608
EA/1241;Via LAMBRO N. 12 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via LAMBRO;12;2186;1;;VENEZIA;Bed e Breakfast;3;9.20973108533;45.4741949493;45.4741949493, 9.20973108533
EA/1352;Via FALLOPPIO GABRIELE N. 10 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via FALLOPPIO GABRIELE;10;2424;1;;;Affittacamere;3;9.22583397693;45.4878267593;45.4878267593, 9.22583397693
EA/1434;Via FILZI FABIO N. 14 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via FILZI FABIO;14;1190;1;;;Affittacamere;2;9.19992672664;45.4834745819;45.4834745819, 9.19992672664
EA/1390;Via VALASSINA N. 5 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VALASSINA;5;1314;2;;;Affittacamere;9;9.18690918174;45.4986442181;45.4986442181, 9.18690918174
EA/1391;Via CANZIO STEFANO N. 15 primo piano (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CANZIO STEFANO;15;2242;9;;PANDA HOSTEL;Ostello;3;9.21876096528111;45.4852663206144;45.4852663206144, 9.21876096528111
EA/1394;VIA CORRENTI CESARE N. 20 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CORRENTI CESARE;20;555;12;;INN PERFECT APT;Foresteria Lombarda/Locanda;1;9.17915890323;45.4595605532;45.4595605532, 9.17915890323
EA/1468;Via BURIGOZZO MARCO N. 11 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BURIGOZZO MARCO;11;5194;23;;New Generation Hostel Urban Navigli;Ostello per la Gioventù;1;9.18454767846;45.4533893619;45.4533893619, 9.18454767846
EA/1415;Via FAUCHE' GIOVANNI BATTISTA N. 27 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via FAUCHE' GIOVANNI BATTISTA;27;7192;2;;;Bed e Breakfast;8;9.16301583133;45.4863868487;45.4863868487, 9.16301583133
EA/1233;Via MELLONI MACEDONIO N. 18 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MELLONI MACEDONIO;18;3085;6;;PAPILLON;Affittacamere;4;9.21083082113;45.4665178875;45.4665178875, 9.21083082113
EA/1239;Via MELZI D'ERIL FRANCESCO N. 32 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MELZI D'ERIL FRANCESCO;32;7118;4;;KLARENS;Bed e Breakfast;1;9.17182560441;45.4787648117;45.4787648117, 9.17182560441
EA/1251;Via PORTA TENAGLIA (DI) N. 1/3 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PORTA TENAGLIA (DI);1/3;1015;4;;MILANO BRERA RELAIS;Bed e Breakfast;1;9.18335105005;45.4773932829;45.4773932829, 9.18335105005
EA/1253;Alzaia NAVIGLIO PAVESE N. 118 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Alzaia NAVIGLIO PAVESE;118;5161;1;;;Affittacamere;5;9.17472389116;45.4390597797;45.4390597797, 9.17472389116
EA/1257;Corso PORTA TICINESE (DI) N. 62 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Corso PORTA TICINESE (DI);62;541;2;;DOWNTOWN MILAN CITY;Affittacamere;1;9.18052231461;45.4554535455;45.4554535455, 9.18052231461
EA/1349;Via VESIO N. 6 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VESIO;6;6456;2;;MILANO MONTESTELLA;Bed e Breakfast;8;9.14125523036;45.4842754213;45.4842754213, 9.14125523036
EA/1207;Via TAMAGNO FRANCESCO N. 5 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via TAMAGNO FRANCESCO;5;2140;1;;;Bed e Breakfast;3;9.21176878883;45.4823739554;45.4823739554, 9.21176878883
EA/1335;Via SETTEMBRINI LUIGI N. 33 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SETTEMBRINI LUIGI;33;2127;3;;B E B ILARIO E TANIA;Bed e Breakfast;2;9.20736502834;45.4832312395;45.4832312395, 9.20736502834
EA/1340;Via GIOIA MELCHIORRE N. 59 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via GIOIA MELCHIORRE;59;1108;2;;;Bed e Breakfast;2;9.19934616076;45.4883829203;45.4883829203, 9.19934616076
EA/1342;Via PAISIELLO GIOVANNI N. 4 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PAISIELLO GIOVANNI;4;2245;1;;;Affittacamere;3;9.21769091485;45.4813740286;45.4813740286, 9.21769091485
EA/1402;Via ARIBERTO DA INTIMIANO N. 21 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ARIBERTO DA INTIMIANO;21;5092;1;;;Affittacamere;1;9.17251044396;45.4592001774;45.4592001774, 9.17251044396
EA/1469;Via MUSSI GIUSEPPE N. 7 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MUSSI GIUSEPPE;7;7199;6;;COLAZIONE DA TIFFANY;Foresteria Lombarda/Locanda;8;9.16614036115;45.4822047118;45.4822047118, 9.16614036115
EA/1471;Via PAOLO DA CANNOBIO N. 11 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PAOLO DA CANNOBIO;11;338;4;;;Foresteria Lombarda/Locanda;1;9.19040771575124;45.4613417504751;45.4613417504751, 9.19040771575124
EA/1412;Via MAMELI GOFFREDO N. 11 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MAMELI GOFFREDO;11;3088;2;;MILANOBELLAVISTA;Bed e Breakfast;4;9.21348614807;45.4661176504;45.4661176504, 9.21348614807
EA/1224;Via CASCINA BELLARIA N. 90 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CASCINA BELLARIA;90;6744;7;;Ostello Locanda Cascina Bellaria;Ostello;7;9.10482405871;45.4834933801;45.4834933801, 9.10482405871
EA/1430;Via FUSETTI MARIO N. 9 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via FUSETTI MARIO;9;5158;1;;EL BRUMISTA B&B;Bed e Breakfast;6;9.17468992448;45.4509281679;45.4509281679, 9.17468992448
EA/1431;Largo LA FOPPA N. 5 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Largo LA FOPPA;5;1033;2;;;Affittacamere;1;9.18482114849;45.4784129373;45.4784129373, 9.18482114849
EA/1246;Via BRAMANTE N. 14 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BRAMANTE;14;7123;4;;ADORABILE B&B;Bed e Breakfast;1;9.17982972926;45.4798928332;45.4798928332, 9.17982972926
EA/1247;Viale FORLANINI ENRICO N. 50/9 (z.d. 4) enrico forlanini 50;ATTIVITA RICETTIVE - Strutt. Extra-albergh;;;;2;;CELTIC HOUSE;Affittacamere;;;;
EA/1183;Viale DORIA ANDREA N. 44 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale DORIA ANDREA;44;2230;3;;;Bed e Breakfast;3;9.21412391958;45.4857318437;45.4857318437, 9.21412391958
EA/1457;Via GIACOSA GIUSEPPE N. 9 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via GIACOSA GIUSEPPE;9;2310;4;;B&B GIACOSA;Bed e Breakfast;2;9.22273845286;45.4917561446;45.4917561446, 9.22273845286
EA/1478;Via VIGEVANO N. 41 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VIGEVANO;41;5116;2;;B E B VICOLO DEI LAVANDAI;Bed e Breakfast;6;9.1711689195;45.4530399827;45.4530399827, 9.1711689195
EA/1212;Via MORTARA N. 5 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MORTARA;5;5115;2;;FIORI DI GRANO;Bed e Breakfast;6;9.17288676753;45.4540130782;45.4540130782, 9.17288676753
EA/1236;Via GONZAGA MAURIZIO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via GONZAGA MAURIZIO;2;344;4;;BC MAISON;Affittacamere;1;9.18947590707;45.4619558263;45.4619558263, 9.18947590707
EA/1401;Via KEPLERO GIOVANNI N. 34 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via KEPLERO GIOVANNI;34;1363;2;;K34;Bed e Breakfast;2;9.19490556424;45.4938698196;45.4938698196, 9.19490556424
EA/1291;Via BENACO N. 1 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via BENACO;1;4143;13;;MADAMA HOSTEL & BISTROT;Ostello;4;9.21192986351;45.444687505;45.444687505, 9.21192986351
EA/1292;Via VALTELLINA N. 7 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via VALTELLINA;7;1188;;;ATTENZIONE TRATTASI DI AREA SOSTA CAMPER;Campeggio;9;9.18117289327;45.4913548615;45.4913548615, 9.18117289327
EA/1300;Via TOMASO (SAN) N. 5 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via TOMASO (SAN);5;723;2;;;Affittacamere;1;9.18484275769;45.4672446539;45.4672446539, 9.18484275769
EA/1410;Via SALA LUIGI N. 16 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SALA LUIGI;16;5273;4;;;Affittacamere;6;9.15927286059;45.4472787912;45.4472787912, 9.15927286059
EA/1473;Via PASSARELLA N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PASSARELLA;4;298;6;;;Foresteria Lombarda/Locanda;1;9.19452001501;45.4648127621;45.4648127621, 9.19452001501
EA/1474;Passaggio DUOMO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Passaggio DUOMO;2;102;5;;;Foresteria Lombarda/Locanda;1;9.1881957576;45.464238686;45.464238686, 9.1881957576
EA/1445;Via LUTERO MARTINO N. 6 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via LUTERO MARTINO;6;2613;1;;;Foresteria Lombarda/Locanda;2;9.22000269432;45.5128670638;45.5128670638, 9.22000269432
EA/1419;Via MOSCA ANTONIO N. 153 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MOSCA ANTONIO;153;6788;3;;;Affittacamere;7;9.0725162796;45.4528273251;45.4528273251, 9.0725162796
EA/1355;Via PONCHIELLI AMILCARE N. 7 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PONCHIELLI AMILCARE;7;2142;4;;MILANO ROOMS BACONE;Affittacamere;3;9.21363477165;45.4808386705;45.4808386705, 9.21363477165
EA/1429;Via IMBRIANI (DEGLI) N. 3 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via IMBRIANI (DEGLI);3;1266;1;;ANNA MARIA HOUSE;Bed e Breakfast;9;9.17046799195101;45.4971605440513;45.4971605440513, 9.17046799195101
EA/1180;Viale MONTE GRAPPA N. 2 (z.d. 9);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale MONTE GRAPPA;2;1101;1;;;Affittacamere;9;9.19224879667;45.48043242;45.48043242, 9.19224879667
EA/1245;Via PAVIA N. 3 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PAVIA;3;5262;1;;;Affittacamere;5;9.17867404328;45.4472488059;45.4472488059, 9.17867404328
EA/1297;Via CAPPELLINI ALFREDO N. 23 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via CAPPELLINI ALFREDO;23;2130;5;;;Affittacamere;2;9.20240742127;45.4816271501;45.4816271501, 9.20240742127
EA/1307;Via MARCELLO BENEDETTO N. 69 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MARCELLO BENEDETTO;69;2128;6;;;Affittacamere;3;9.20856215931;45.4818709797;45.4818709797, 9.20856215931
EA/1309;Via NICCOLINI GIOVANNI BATTISTA N. 20 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via NICCOLINI GIOVANNI BATTISTA;20;7129;2;;;Affittacamere;1;9.1773564637;45.4812020565;45.4812020565, 9.1773564637
EA/1406;Viale BRIANZA N. 12 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale BRIANZA;12;2263;1;;;Bed e Breakfast;2;9.21441587388;45.4871448541;45.4871448541, 9.21441587388
EA/1313;Via PONTACCIO N. 17 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PONTACCIO;17;143;1;;;Affittacamere;1;9.18537618963;45.4723994895;45.4723994895, 9.18537618963
EA/1314;Via ZURETTI GIANFRANCO N. 61 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ZURETTI GIANFRANCO;61;1216;6;;;Affittacamere;2;9.21039710052;45.4962278334;45.4962278334, 9.21039710052
EA/1432;Via SARPI FRA' PAOLO N. 42 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SARPI FRA' PAOLO;42;7210;1;;;Bed e Breakfast;8;9.17441097698;45.4813264711;45.4813264711, 9.17441097698
EA/1399;Via TORTONA N. 34 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via TORTONA;34;5124;2;;T34;Bed e Breakfast;6;9.16534373599;45.4526238114;45.4526238114, 9.16534373599
EA/1374;Via LAMARMORA ALFONSO N. 22 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via LAMARMORA ALFONSO;22;4103;3;;;Affittacamere;1;9.19954903445;45.4565942498;45.4565942498, 9.19954903445
EA/1378;Via ROSSETTI GABRIELE N. 17 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ROSSETTI GABRIELE;17;6352;2;;CASA ROSSETTI;Affittacamere;8;9.16141746012;45.4728311823;45.4728311823, 9.16141746012
EA/1255;Via ZURIGO N. 28 (z.d. 7);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ZURIGO;28;6318;1;;;Bed e Breakfast;7;9.11704501386;45.4565759493;45.4565759493, 9.11704501386
EA/1360;Alzaia NAVIGLIO GRANDE N. 150 (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Alzaia NAVIGLIO GRANDE;150;5144;1;;;Bed e Breakfast;6;9.15202769441;45.4471204949;45.4471204949, 9.15202769441
EA/1425;VIA GASSENDI PIETRO N. 2 (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GASSENDI PIETRO;2;7260;6;;PICAFLOR ART & ROOMS;Foresteria Lombarda/Locanda;8;9.15056530982;45.4920506586;45.4920506586, 9.15056530982
EA/1073;Via MECENATE N. 6 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MECENATE;6;3323;1;;;Affittacamere;4;9.2426997503;45.456546477;45.456546477, 9.2426997503
EA/1041;Via TARAMELLI TORQUATO N. 67 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via TARAMELLI TORQUATO;67;1164;4;;;Affittacamere;2;9.19538071441;45.493993023;45.493993023, 9.19538071441
EA/1046;Viale ISONZO N. 16 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale ISONZO;16;4211;1;;;Bed e Breakfast;5;9.20588370121;45.4470284652;45.4470284652, 9.20588370121
EA/1149;Via SFORZA ASCANIO N. 73 (z.d. 5);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via SFORZA ASCANIO;73;5201;1;;;Affittacamere;5;9.17616490565;45.4426114482;45.4426114482, 9.17616490565
EA/1150;Via NEGROLI N. 23 (z.d. 4);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via NEGROLI;23;3279;2;;BB23;Bed e Breakfast;4;9.23232457441;45.4649096988;45.4649096988, 9.23232457441
EA/1114;Via PELLIZZONE ANDREA N. 8 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PELLIZZONE ANDREA;8;3314;1;;;Bed e Breakfast;3;9.22571384516;45.4690057762;45.4690057762, 9.22571384516
EA/1036;Via ARNOLFO DI CAMBIO N. 8 piano terra (z.d. 8);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via ARNOLFO DI CAMBIO;8;7230;4;;;Affittacamere;8;9.17631166198;45.4822474715;45.4822474715, 9.17631166198
EA/1527;PIAZZA TRICOLORE (DEL) N. 2/4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;PIAZZA TRICOLORE (DEL);2/4;3047;2;;GREEN TRICOLORE;Bed e Breakfast;;;;
EA/1528;VIA GIOIA MELCHIORRE N. 71 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA GIOIA MELCHIORRE;71;1108;6;;MILANO 71 APARTMENTS;Foresteria Lombarda/Locanda;2;9.20055549893;45.48940789;45.48940789, 9.20055549893
EA/1534;VIA VERACINI FRANCESCO MARIA N. 12 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA VERACINI FRANCESCO MARIA;12;1209;4;;;Bed e Breakfast;2;9.20253436214;45.4916906919;45.4916906919, 9.20253436214
EA/1535;VIA CONSERVATORIO N. 2A (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CONSERVATORIO;2A;3031;17;;;Ostello per la Gioventù;1;9.20335901502;45.4641251787;45.4641251787, 9.20335901502
EA/1515;VIA ROMBON N. 33 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA ROMBON;33;2659;2;;;Foresteria Lombarda/Locanda;3;9.24119803361;45.4864371915;45.4864371915, 9.24119803361
EA/1516;VIA CECILIA (SANTA) N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA CECILIA (SANTA);4;349;6;;;Foresteria Lombarda/Locanda;1;9.20011509334;45.4672615409;45.4672615409, 9.20011509334
EA/1537;VIA SAVONA N. 5A (z.d. 6);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA SAVONA;5A;5122;2;;AL CASELLO GIALLO;Bed e Breakfast;6;9.16940456748;45.4558199214;45.4558199214, 9.16940456748
EA/1523;VIALE SONDRIO N. 5 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIALE SONDRIO;5;1212;4;;;Foresteria Lombarda/Locanda;2;9.20003621749;45.4900441847;45.4900441847, 9.20003621749
EA/1525;VIA MONTEVERDI CLAUDIO N. 15 (z.d. 3);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MONTEVERDI CLAUDIO;15;2237;4;;;Foresteria Lombarda/Locanda;3;9.21464810759;45.483568529;45.483568529, 9.21464810759
EA/1526;VIA MAROCCO PIETRO N. 11 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;VIA MAROCCO PIETRO;11;2265;6;;STAZIONE CENTRALE;Foresteria Lombarda/Locanda;2;9.21266863168;45.4898698167;45.4898698167, 9.21266863168
EA/1487;Viale MONZA N. 27 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Viale MONZA;27;2274;3;;;Bed e Breakfast;2;9.21745644926;45.4893323836;45.4893323836, 9.21745644926
EA/1483;Via PORTA TENAGLIA (DI) N. 1/3 (z.d. 1);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via PORTA TENAGLIA (DI);1/3;1015;5;;;Foresteria Lombarda/Locanda;1;9.18335105005;45.4773932829;45.4773932829, 9.18335105005
EA/1484;Via MAGGIOLINA (DELLA) N. 2 (z.d. 2);ATTIVITA RICETTIVE - Strutt. Extra-albergh;Via MAGGIOLINA (DELLA);2;1370;3;;;Foresteria Lombarda/Locanda;2;9.20315651124;45.4918671177;45.4918671177, 9.20315651124
